"EventID"	"TrapID"	"StartDate"	"EndDate"	"NA..4"
"1766"	1794	1004	"2005.i.20"	"2005.iv.19"	NA
"1767"	1795	1004	"2005.iv.19"	"2005.v.24"	NA
"1768"	1796	1004	"2005.v.24"	"2005.vi.27"	NA
"1769"	1797	1004	"2005.vi.27"	"2005.vii.30"	NA
"1770"	1798	1004	"2005.vii.30"	"2005.viii.09"	NA
"1771"	1898	1004	"2005.viii.09"	"2005.ix.20"	NA
"1772"	1899	1004	"2005.ix.20"	"2005.x.31"	NA
"1773"	1900	1004	"2005.x.31"	"2006.v.04"	NA
"1774"	1417	1005	"2005.i.19"	"2005.v.01"	NA
"1775"	1418	1005	"2005.v.01"	"2005.v.22"	NA
"1776"	1419	1005	"2005.v.22"	"2005.vii.15"	NA
"1777"	1420	1005	"2005.vii.15"	"2005.vii.30"	NA
"1778"	1421	1005	"2005.vii.30"	"2005.ix.26"	NA
"1779"	1901	1005	"2005.ix.26"	"2006.ii.10"	NA
"1780"	1422	1006	"2005.i.19"	"2005.v.01"	NA
"1781"	1423	1006	"2005.v.01"	"2005.v.22"	NA
"1782"	1424	1006	"2005.v.22"	"2005.vii.15"	NA
"1783"	1425	1006	"2005.vii.15"	"2005.vii.15"	NA
"1784"	1426	1006	"2005.vii.30"	"2005.ix.26"	NA
"1785"	1902	1006	"2005.ix.26"	"2005.ix.26"	NA
"1786"	1982	1007	"2005.vii.01"	"2005.vii.13"	NA
"1787"	1983	1007	"2005.vii.13"	"2005.vii.21"	NA
"1788"	1984	1007	"2005.vii.21"	"2005.vii.27"	NA
"1789"	1985	1007	"2005.vii.27"	"2005.viii.04"	NA
"1790"	1986	1007	"2005.viii.04"	"2005.viii.11"	NA
"1791"	1987	1007	"2005.viii.11"	"2005.viii.17"	NA
"1792"	1988	1007	"2005.viii.17"	"2005.viii.31"	NA
"1793"	1989	1007	"2005.viii.31"	"2005.ix.06"	NA
"1794"	1990	1007	"2005.ix.06"	"2005.ix.14"	NA
"1795"	1991	1007	"2006.vi.01"	"2006.vi.26"	NA
"1796"	1981	1007	"2006.vi.26"	"2006.vii.15"	NA
"1797"	1027	1008	"2005.iv.20"	"2005.iv.25"	NA
"1798"	1028	1008	"2005.iv.25"	"2005.iv.30"	NA
"1799"	1029	1008	"2005.iv.30"	"2005.v.05"	NA
"1800"	1030	1008	"2005.v.05"	"2005.v.10"	NA
"1801"	1031	1008	"2005.v.10"	"2005.v.15"	NA
"1802"	1032	1008	"2005.v.15"	"2005.v.20"	NA
"1803"	1336	1008	"2005.v.20"	"2005.v.25"	NA
"1804"	1337	1008	"2005.v.25"	"2005.v.30"	NA
"1805"	1338	1008	"2005.v.30"	"2005.vi.05"	NA
"1806"	1339	1008	"2005.vi.05"	"2005.vi.10"	NA
"1807"	1340	1008	"2005.vi.10"	"2005.vi.15"	NA
"1808"	1341	1008	"2005.vi.15"	"2005.vi.20"	NA
"1809"	1342	1008	"2005.vi.20"	"2005.vi.25"	NA
"1810"	1343	1008	"2005.vi.25"	"2005.vi.30"	NA
"1811"	1344	1008	"2005.vi.30"	"2005.vii.05"	NA
"1812"	1345	1008	"2005.vii.05"	"2005.vii.10"	NA
"1813"	1346	1008	"2005.vii.10"	"2005.vii.15"	NA
"1814"	1347	1008	"2005.vii.15"	"2005.vii.20"	NA
"1815"	1348	1008	"2005.vii.20"	"2005.vii.25"	NA
"1816"	1349	1008	"2005.vii.25"	"2005.vii.30"	NA
"1817"	1350	1008	"2005.vii.30"	"2005.viii.05"	NA
"1818"	1351	1008	"2005.viii.05"	"2005.viii.10"	NA
"1819"	1352	1008	"2005.viii.10"	"2005.viii.15"	NA
"1820"	1483	1008	"2005.viii.15"	"2005.viii.20"	NA
"1821"	1484	1008	"2005.viii.20"	"2005.viii.25"	NA
"1822"	1485	1008	"2005.viii.25"	"2005.viii.30"	NA
"1823"	1486	1008	"2005.viii.30"	"2005.ix.10"	NA
"1824"	1487	1008	"2005.ix.10"	"2005.ix.20"	NA
"1825"	1488	1008	"2005.ix.20"	"2005.x.20"	NA
"1826"	1489	1008	"2005.x.20"	"2005.xi.20"	NA
"1827"	1490	1008	"2005.xi.20"	"2005.xii.24"	NA
"1828"	1491	1008	"2005.xii.24"	"2006.iv.02"	NA
"1829"	1492	1008	"2006.iv.02"	"2006.iv.30"	NA
"1830"	1732	1008	"2006.iv.30"	"2006.v.06"	NA
"1831"	1733	1008	"2006.v.06"	"2006.v.12"	NA
"1832"	1734	1008	"2006.v.12"	"2006.v.22"	NA
"1833"	1735	1008	"2006.v.22"	"2006.vi.01"	NA
"1834"	1736	1008	"2006.vi.01"	"2006.vi.10"	NA
"1835"	1737	1008	"2006.vi.10"	"2006.vi.16"	NA
"1836"	1738	1008	"2006.vi.16"	"2006.vi.22"	NA
"1837"	1739	1008	"2006.vi.22"	"2006.vi.28"	NA
"1838"	1740	1008	"2006.vi.28"	"2006.vii.04"	NA
"1839"	1741	1008	"2006.vii.04"	"2006.vii.10"	NA
"1840"	1742	1008	"2006.vii.10"	"2006.vii.16"	NA
"1841"	1743	1008	"2006.vii.16"	"2006.vii.22"	NA
"1842"	1744	1008	"2006.vii.22"	"2006.vii.28"	NA
"1843"	1745	1008	"2006.vii.28"	"2006.viii.08"	NA
"1844"	1746	1008	"2006.viii.08"	"2006.viii.19"	NA
"1845"	1747	1008	"2006.viii.19"	"2006.ix.05"	NA
"1846"	2000	1008	"2006.ix.05"	"2006.x.13"	NA
"1847"	1992	1353	"2005.vii.07"	"2005.vii.19"	NA
"1848"	1993	1353	"2005.vii.19"	"2005.viii.07"	NA
"1849"	1994	1353	"2005.viii.07"	"2005.viii.18"	NA
"1850"	1995	1353	"2005.viii.18"	"2005.ix.09"	NA
"1851"	1996	1353	"2005.ix.09"	"2005.ix.25"	NA
"1852"	1997	1353	"2005.ix.25"	"2005.x.13"	NA
"1853"	1998	1353	"2005.x.13"	"2005.x.28"	NA
"1854"	2031	2003	"2006.iii.01"	"2006.v.24"	NA
"1855"	2032	2003	"2006.v.24   "	"2006.vi.09"	NA
"1856"	2033	2003	"2006.vi.09"	"2006.vi.29"	NA
"1857"	2034	2003	"2006.vi.29 "	"2006.vii.07"	NA
"1858"	2035	2003	"2006.vii.07"	"2006.vii.24"	NA
"1859"	2036	2003	"2006.vii.24"	"2006.viii.14"	NA
"1860"	2037	2003	"2006.viii.14"	"2006.ix.08"	NA
"1861"	2038	2003	"2006.ix.08"	"2006.x.10"	NA
"1862"	2039	2003	"2006.x.10"	"2006.xi.23"	NA
"1863"	2010	2006	"2007.iv.11"	"2007.v.10"	NA
"1864"	2011	2006	"2007.v.10"	"2007.v.22"	NA
"1865"	2012	2006	"2007.v.22"	"2007.vi.01"	NA
"1866"	2013	2006	"2007.vi.01"	"2007.vi.15"	NA
"1867"	2014	2006	"2007.vi.15"	"2007.vii.02"	NA
"1868"	2015	2006	"2007.vii.02"	"2007.vii.13"	NA
"1869"	2016	2006	"2007.vii.13"	"2007.vii.24"	NA
"1870"	2017	2006	"2007.vii.24"	"2007.viii.01"	NA
"1871"	2018	2006	"2007.viii.01"	"2007.viii.16"	NA
"1872"	2019	2006	"2007.viii.16"	"2007.viii.31"	NA
"1873"	2020	2006	"2007.viii.31"	"2007.ix.05"	NA
"1874"	2021	2006	"2007.ix.05"	"2007.x.07"	NA
"1875"	2022	2006	"2007.x.07"	"2007.xi.10"	NA
"1876"	2023	2006	"2007.xi.10"	"2007.xii.01"	NA
"1877"	2024	2006	"2007.xii.01"	"2008.i.01"	NA
"1878"	2025	2006	"2008.i.01"	"2008.ii.04"	NA
"1879"	2026	2006	"2008.ii.04"	"2008.iv.01"	NA
"1880"	2027	2006	"2008.iv.01"	"2008.v.12"	NA
"1881"	2028	2006	"2008.v.12"	"2008.vi.05"	NA
"1882"	2029	2006	"2008.vi.05"	"2008.vi.21"	NA
"1883"	2030	2006	"2008.vi.21"	"2008.vii.12"	NA
"1884"	2040	2006	"2008.vii.12"	"2008.vii.24"	NA
"1885"	2041	2006	"2008.vii.24"	"2008.viii.12"	NA
"1886"	2042	2006	"2008.viii.12"	"2008.viii.29"	NA
"1887"	2043	2006	"2008.viii.29"	"2008.ix.11"	NA
"1888"	2044	2006	"2008.ix.11  "	"2008.x.03"	NA
"1889"	2045	2006	"2008.x.03"	"2008.xi.04"	NA
"1890"	2047	2046	"2008.i.01"	"2008.ii.01"	NA
"1891"	2048	2046	"2008.ii.01"	"2008.iii.01"	NA
"1892"	2049	2046	"2008.iii.01"	"2008.iv.01"	NA
"1893"	2050	2046	"2008.iv.01"	"2008.v.01"	NA
"1894"	2051	2046	"2008.v.01"	"2008.vi.01"	NA
"1895"	2052	2046	"2008.vi.01"	"2008.vi.15"	NA
"1896"	2053	2046	"2008.vi.15"	"2008.vii.01"	NA
"1897"	2054	2046	"2008.vii.01"	"2008.vii.16"	NA
"1898"	2055	2046	"2008.vii.16"	"2008.viii.01"	NA
"1899"	2056	2046	"2008.viii.01"	"2008.viii.16"	NA
"1900"	2057	2046	"2008.viii.16"	"2008.ix.01"	NA
"1901"	2058	2046	"2008.ix.01"	"2008.x.03"	NA
"1902"	2059	2046	"2008.x.03"	"2008.xi.01"	NA
"1903"	2060	2046	"2008.xi.01"	"2008.xii.01"	NA
"1904"	2061	2046	"2008.xii.01"	"2009.i.01"	NA
"1905"	3050	3001	"2014.v.15"	"2014.vi.09"	NA
"1906"	3052	3001	"2014.vi.10"	"2014.vii.09"	NA
"1907"	3054	3001	"2014.vii.10"	"2014.viii.05"	NA
"1908"	3056	3001	"2014.viii.06"	"2014.ix.06"	NA
"1909"	3058	3001	"2014.ix.07"	"2014.ix.24"	NA
"1910"	3051	3002	"2014.v.15"	"2014.vi.09"	NA
"1911"	3053	3002	"2014.vi.10"	"2014.vii.09"	NA
"1912"	3055	3002	"2014.vii.10"	"2014.viii.05"	NA
"1913"	3057	3002	"2014.viii.06"	"2014.ix.06"	NA
"1914"	3059	3002	"2014.ix.07"	"2014.ix.24"	NA
